code_insee,commune,pct_fibre,pct_cable,pct_dsl,pct_thd_radio,pct_4g_fixe,pct_hd_radio,pct_satellite,nb_locaux,nb_locaux_fibre,nb_locaux_cable,nb_locaux_dsl,nb_locaux_thd_radio,nb_locaux_4g_fixe,nb_locaux_hd_radio,nb_locaux_satellite
34018,Autignac,99.9,0.0,100.0,0.0,100.0,0.0,100.0,732,731.0,,732.0,,732.0,,732.0
85004,Angles,93.3,0.0,100.0,100.0,100.0,0.0,100.0,2807,2619.0,,2807.0,2806.0,2807.0,,2807.0
25246,Fontaine-lès-Clerval,93.8,0.0,100.0,0.0,100.0,0.0,100.0,178,167.0,,178.0,,178.0,,178.0
54373,Moncel-lès-Lunéville,93.6,0.0,99.5,0.0,100.0,0.0,100.0,435,407.0,,433.0,,435.0,,435.0
80343,Framicourt,95.2,0.0,100.0,0.0,100.0,0.0,100.0,83,79.0,,83.0,,83.0,,83.0
88154,Domrémy-la-Pucelle,75.8,0.0,99.2,0.0,100.0,0.0,100.0,128,97.0,,127.0,,128.0,,128.0
25301,Guyans-Vennes,92.1,0.0,98.4,0.0,99.8,0.0,100.0,494,455.0,,486.0,,493.0,,494.0
40041,Beyries,94.3,0.0,74.3,4.3,100.0,0.0,100.0,70,66.0,,52.0,3.0,70.0,,70.0
43065,Chastel,0.0,0.0,100.0,0.0,100.0,0.0,100.0,141,,,141.0,,141.0,,141.0
50184,Flamanville,70.9,0.0,100.0,0.0,100.0,0.0,100.0,1401,994.0,,1401.0,,1401.0,,1401.0
15123,Méallet,0.0,0.0,100.0,0.0,95.5,0.0,100.0,202,,,202.0,,193.0,,202.0
73162,Montailleur,2.6,0.0,100.0,0.0,100.0,0.0,100.0,391,10.0,,391.0,,391.0,,391.0
64236,Gayon,0.0,0.0,100.0,100.0,100.0,0.0,100.0,41,,,41.0,41.0,41.0,,41.0
70053,Les Bâties,69.0,0.0,100.0,0.0,100.0,0.0,100.0,58,40.0,,58.0,,58.0,,58.0
67115,Ebersheim,93.0,43.6,100.0,0.0,100.0,0.0,100.0,1178,1096.0,514.0,1178.0,,1178.0,,1178.0
57456,Meisenthal,96.2,0.0,100.0,0.0,100.0,0.0,100.0,422,406.0,,422.0,,422.0,,422.0
60443,Muirancourt,100.0,0.0,100.0,0.0,100.0,0.0,100.0,253,253.0,,253.0,,253.0,,253.0
23039,La Celle-Dunoise,99.1,0.0,100.0,0.0,100.0,42.6,100.0,639,633.0,,639.0,,639.0,272.0,639.0
31124,Castillon-de-Saint-Martory,98.7,0.0,100.0,90.0,100.0,0.4,100.0,229,226.0,,229.0,206.0,229.0,1.0,229.0
47167,Mézin,88.0,0.0,99.3,0.0,100.0,88.6,100.0,1157,1018.0,,1149.0,,1157.0,1025.0,1157.0
45019,Baccon,79.3,0.0,100.0,0.0,99.4,0.0,100.0,314,249.0,,314.0,,312.0,,314.0
81115,Labastide-Rouairoux,89.5,0.0,99.0,0.0,98.3,0.0,100.0,1399,1252.0,,1385.0,,1375.0,,1399.0
30168,Mialet,48.0,0.0,98.6,0.0,88.0,0.0,100.0,658,316.0,,649.0,,579.0,,658.0
64276,Issor,0.0,0.0,93.2,0.0,99.2,0.0,100.0,607,,,566.0,,602.0,,607.0
66215,Trévillach,0.0,0.0,100.0,0.0,100.0,0.0,100.0,170,,,170.0,,170.0,,170.0
76047,Auzouville-sur-Saâne,100.0,0.0,100.0,0.0,100.0,0.0,100.0,89,89.0,,89.0,,89.0,,89.0
02749,Troësnes,99.0,0.0,100.0,0.0,100.0,0.0,100.0,105,104.0,,105.0,,105.0,,105.0
39429,Pleure,99.3,0.0,100.0,0.0,100.0,0.0,100.0,275,273.0,,275.0,,275.0,,275.0
2B252,Pruno,88.1,0.0,100.0,0.0,100.0,0.0,100.0,160,141.0,,160.0,,160.0,,160.0
10196,Lignières,97.3,0.0,100.0,0.0,100.0,0.0,100.0,183,178.0,,183.0,,183.0,,183.0
59215,Estreux,100.0,0.0,100.0,0.0,100.0,0.0,100.0,447,447.0,,447.0,,447.0,,447.0
59633,Wallers-en-Fagne,100.0,0.0,100.0,0.0,100.0,0.0,100.0,169,169.0,,169.0,,169.0,,169.0
34333,Vic-la-Gardiole,92.7,0.0,95.7,0.0,100.0,0.0,100.0,2714,2517.0,,2597.0,,2714.0,,2714.0
33216,Lados,84.8,0.0,100.0,0.0,99.0,0.0,100.0,99,84.0,,99.0,,98.0,,99.0
76605,Sainte-Marguerite-sur-Mer,92.4,0.0,99.8,0.0,99.8,0.0,99.8,488,451.0,,487.0,,487.0,,487.0
69018,Beaujeu,88.3,33.1,99.1,0.0,100.0,0.0,100.0,1587,1401.0,526.0,1573.0,,1587.0,,1587.0
21062,Bellenot-sous-Pouilly,94.6,0.0,100.0,0.0,98.8,0.0,100.0,167,158.0,,167.0,,165.0,,167.0
79108,Doux,95.8,0.0,100.0,0.0,100.0,0.0,100.0,142,136.0,,142.0,,142.0,,142.0
62443,Hersin-Coupigny,88.5,0.0,95.2,0.0,100.0,0.0,100.0,3147,2784.0,1.0,2997.0,,3147.0,,3147.0
02008,Aizy-Jouy,93.9,0.0,97.3,0.0,100.0,0.0,100.0,148,139.0,,144.0,,148.0,,148.0
14639,Saint-Ouen-le-Pin,83.5,0.0,100.0,0.0,100.0,99.5,100.0,182,152.0,,182.0,,182.0,181.0,182.0
64141,Boueilh-Boueilho-Lasque,74.3,0.0,95.3,100.0,100.0,0.0,100.0,214,159.0,,204.0,214.0,214.0,,214.0
14431,Mézidon Vallée d'Auge,84.5,0.0,98.0,0.0,99.8,77.7,100.0,5541,4682.0,,5432.0,,5531.0,4305.0,5541.0
61197,Guêprei,93.2,0.0,100.0,0.0,100.0,0.0,100.0,103,96.0,,103.0,,103.0,,103.0
59576,Spycker,98.6,0.0,100.0,0.0,100.0,0.0,100.0,772,761.0,,772.0,,772.0,,772.0
51533,Servon-Melzicourt,89.7,0.0,100.0,0.0,97.4,0.0,100.0,78,70.0,,78.0,,76.0,,78.0
64232,Garlède-Mondebat,98.3,0.0,76.9,95.0,100.0,0.0,100.0,121,119.0,,93.0,115.0,121.0,,121.0
37043,Cangey,20.7,0.0,93.2,0.0,100.0,0.0,100.0,575,119.0,,536.0,,575.0,,575.0
04184,Saint-Jurs,86.5,0.0,100.0,0.0,97.4,0.0,100.0,192,166.0,,192.0,,187.0,,192.0
2B205,Patrimonio,77.4,0.0,100.0,0.0,78.7,0.0,100.0,780,604.0,,780.0,,614.0,,780.0
33406,Saint-Genès-de-Castillon,81.4,0.0,100.0,0.0,100.0,0.0,100.0,301,245.0,,301.0,,301.0,,301.0
24248,Lussas-et-Nontronneau,77.8,0.0,93.7,0.0,99.6,0.0,100.0,239,186.0,,224.0,,238.0,,239.0
14371,Livarot-Pays-d'Auge,68.1,0.0,96.9,0.0,95.4,40.1,100.0,5378,3661.0,,5213.0,,5130.0,2156.0,5378.0
64135,Bonnut,85.8,0.0,96.5,99.8,100.0,0.0,100.0,451,387.0,,435.0,450.0,451.0,,451.0
19235,Saint-Paul,100.0,0.0,44.7,0.0,100.0,0.0,100.0,407,407.0,,182.0,,407.0,,407.0
35300,Saint-M'Hervé,94.0,0.0,100.0,0.0,100.0,0.0,100.0,751,706.0,,751.0,,751.0,,751.0
38550,Villard-Reculas,54.7,0.0,100.0,0.0,99.0,0.0,100.0,289,158.0,,289.0,,286.0,,289.0
60305,Hautefontaine,94.7,0.0,100.0,0.0,100.0,0.0,100.0,246,233.0,,246.0,,246.0,,246.0
79174,Melle,60.8,0.0,99.5,0.0,100.0,0.0,100.0,3764,2287.0,,3745.0,,3764.0,,3764.0
16240,Nabinaud,90.0,0.0,100.0,0.0,100.0,0.0,100.0,90,81.0,,90.0,,90.0,,90.0
11065,Camps-sur-l'Agly,0.0,0.0,100.0,91.3,94.6,0.0,100.0,92,,,92.0,84.0,87.0,,92.0
44123,Pierric,99.5,0.0,100.0,0.0,100.0,0.0,100.0,590,587.0,,590.0,,590.0,,590.0
47172,Moncaut,64.7,0.0,100.0,0.0,100.0,98.4,100.0,320,207.0,,320.0,,320.0,315.0,320.0
80339,Fouquescourt,94.0,0.0,100.0,0.0,100.0,0.0,100.0,84,79.0,,84.0,,84.0,,84.0
48103,Montrodat,96.0,0.0,100.0,0.0,93.2,0.0,100.0,620,595.0,,620.0,,578.0,,620.0
59325,Jolimetz,99.8,0.0,100.0,0.0,100.0,0.0,100.0,428,427.0,,428.0,,428.0,,428.0
10339,Saint-Flavy,99.4,0.0,100.0,0.0,100.0,0.0,100.0,158,157.0,,158.0,,158.0,,158.0
2B235,Pioggiola,95.7,0.0,100.0,0.0,99.3,0.0,100.0,141,135.0,,141.0,,140.0,,141.0
24486,Saint-Pierre-de-Frugie,1.1,0.0,100.0,0.0,99.1,0.0,100.0,436,5.0,,436.0,,432.0,,436.0
62216,La Cauchie,100.0,0.0,100.0,0.0,100.0,0.0,100.0,98,98.0,,98.0,,98.0,,98.0
63074,Chalus,0.0,0.0,100.0,0.0,100.0,0.0,100.0,130,,,130.0,,130.0,,130.0
60278,Golancourt,99.5,0.0,100.0,0.0,100.0,0.0,100.0,199,198.0,,199.0,,199.0,,199.0
21317,Is-sur-Tille,86.2,0.0,100.0,9.6,99.9,0.0,100.0,2470,2129.0,,2470.0,236.0,2467.0,,2470.0
11438,Villesiscle,84.4,0.0,100.0,0.0,100.0,0.0,100.0,237,200.0,,237.0,,237.0,,237.0
28313,Réclainville,89.7,0.0,100.0,0.0,100.0,0.0,100.0,116,104.0,,116.0,,116.0,,116.0
34184,Nizas,91.4,0.0,100.0,0.0,100.0,0.0,100.0,557,509.0,,557.0,,557.0,,557.0
60356,Lavilletertre,97.3,0.0,100.0,0.0,99.0,0.0,100.0,297,289.0,,297.0,,294.0,,297.0
80158,Buverchy,66.7,0.0,100.0,0.0,100.0,0.0,100.0,21,14.0,,21.0,,21.0,,21.0
09003,L'Aiguillon,98.6,0.0,100.0,0.0,99.3,0.0,100.0,292,288.0,,292.0,,290.0,,292.0
59472,Preux-au-Bois,99.5,0.0,100.0,0.0,100.0,0.0,100.0,427,425.0,,427.0,,427.0,,427.0
58110,Epiry,89.1,0.0,87.7,0.0,100.0,0.0,100.0,211,188.0,,185.0,,211.0,,211.0
85049,Champagné-les-Marais,79.7,0.0,99.3,96.7,100.0,0.0,100.0,1145,913.0,,1137.0,1107.0,1145.0,,1145.0
23025,Bonnat,98.7,0.0,100.0,0.0,100.0,82.1,100.0,1181,1166.0,,1181.0,,1181.0,970.0,1181.0
80589,Neuilly-le-Dien,94.2,0.0,100.0,0.0,100.0,0.0,100.0,69,65.0,,69.0,,69.0,,69.0
49331,Segré-en-Anjou Bleu,91.2,0.0,99.0,0.0,100.0,96.7,100.0,10794,9846.0,,10681.0,,10793.0,10438.0,10793.0
61274,Les Menus,73.4,0.0,100.0,0.0,100.0,0.0,100.0,143,105.0,,143.0,,143.0,,143.0
60406,Monceaux,99.5,0.0,100.0,0.0,100.0,0.0,100.0,416,414.0,,416.0,,416.0,,416.0
55556,Ville-devant-Chaumont,100.0,0.0,100.0,0.0,100.0,0.0,100.0,29,29.0,,29.0,,29.0,,29.0
10412,Villechétif,91.3,0.0,100.0,0.0,100.0,0.0,100.0,541,494.0,,541.0,,541.0,,541.0
71464,Saint-Maurice-lès-Couches,95.4,0.0,100.0,92.2,100.0,0.0,100.0,153,146.0,,153.0,141.0,153.0,,153.0
28232,Manou,97.3,0.0,100.0,0.0,100.0,0.0,100.0,441,429.0,,441.0,,441.0,,441.0
59567,Séranvillers-Forenville,100.0,0.0,98.4,0.0,100.0,0.0,100.0,185,185.0,,182.0,,185.0,,185.0
76385,Limésy,92.5,0.0,100.0,0.0,100.0,0.0,100.0,694,642.0,,694.0,,694.0,,694.0
59658,Wicres,95.7,0.0,96.5,0.0,100.0,0.0,100.0,231,221.0,,223.0,,231.0,,231.0
62645,Oye-Plage,97.4,0.0,99.6,0.0,99.9,0.0,100.0,2898,2824.0,,2885.0,,2895.0,,2898.0
31464,Sabonnères,94.9,0.0,100.0,27.0,73.6,76.4,100.0,178,169.0,,178.0,48.0,131.0,136.0,178.0
24004,Ajat,96.1,0.0,100.0,0.0,92.5,0.0,100.0,306,294.0,,306.0,,283.0,,306.0
97404,L'Étang-Salé,83.2,0.0,100.0,0.0,100.0,0.0,0.0,8552,7117.0,,8549.0,,8552.0,,
05103,Le Poët,82.7,0.0,100.0,0.0,100.0,0.0,100.0,606,501.0,,606.0,,606.0,,606.0
61358,Sai,96.1,0.0,100.0,0.0,100.0,0.0,100.0,129,124.0,,129.0,,129.0,,129.0
39284,Lavangeot,66.0,0.0,100.0,0.0,100.0,0.0,100.0,97,64.0,,97.0,,97.0,,97.0
2B298,Saint-Florent,84.3,0.0,100.0,0.0,99.9,0.0,100.0,2096,1767.0,,2096.0,,2093.0,,2096.0
51635,Villers-le-Sec,98.8,0.0,100.0,0.0,100.0,0.0,100.0,80,79.0,,80.0,,80.0,,80.0
86171,Moussac,0.0,0.0,100.0,0.0,99.8,0.0,100.0,433,,,433.0,,432.0,,433.0
60585,Saint-Martin-aux-Bois,100.0,0.0,100.0,0.0,100.0,0.0,100.0,144,144.0,,144.0,,144.0,,144.0
35221,Pléchâtel,42.3,0.0,99.8,0.0,100.0,0.0,100.0,1573,665.0,,1570.0,,1573.0,,1573.0
01234,Marignieu,98.3,0.0,0.9,0.0,100.0,0.0,100.0,116,114.0,,1.0,,116.0,,116.0
33099,Carignan-de-Bordeaux,68.7,0.0,100.0,0.0,100.0,0.0,100.0,2389,1642.0,,2389.0,,2389.0,,2389.0
60366,Litz,87.9,0.0,100.0,0.0,100.0,0.0,100.0,206,181.0,,206.0,,206.0,,206.0
21427,Montceau-et-Écharnant,46.3,0.0,96.9,96.9,100.0,0.0,100.0,160,74.0,,155.0,155.0,160.0,,160.0
89123,Courgis,97.4,0.0,100.0,8.3,100.0,0.0,100.0,228,222.0,,228.0,19.0,228.0,,228.0
64264,L'Hôpital-Saint-Blaise,100.0,0.0,88.4,62.8,100.0,0.0,100.0,43,43.0,,38.0,27.0,43.0,,43.0
31547,Seysses,97.6,0.0,98.9,38.2,100.0,11.2,100.0,5511,5379.0,,5450.0,2103.0,5511.0,615.0,5511.0
23165,Royère-de-Vassivière,90.0,0.0,91.4,0.0,99.1,0.0,100.0,1064,958.0,,972.0,,1054.0,,1064.0
34066,Cazevieille,82.3,0.0,100.0,0.0,4.4,0.0,100.0,113,93.0,,113.0,,5.0,,113.0
87011,Bellac,95.6,0.0,99.7,0.0,100.0,100.0,100.0,3193,3052.0,,3182.0,,3193.0,3192.0,3193.0
59127,Capelle,96.0,0.0,100.0,0.0,100.0,0.0,100.0,75,72.0,,75.0,,75.0,,75.0
36023,Bouges-le-Château,0.9,0.0,100.0,0.0,75.2,0.0,100.0,234,2.0,,234.0,,176.0,,234.0
31221,Gouaux-de-Larboust,76.3,0.0,100.0,0.0,99.3,0.0,100.0,278,212.0,,278.0,,276.0,,278.0
22050,Dinan,38.8,0.0,100.0,0.0,100.0,0.0,100.0,11294,4387.0,,11294.0,,11294.0,,11294.0
48191,La Tieule,92.6,0.0,98.1,0.0,100.0,0.0,100.0,108,100.0,,106.0,,108.0,,108.0
60463,Nogent-sur-Oise,86.0,60.3,98.1,0.0,100.0,0.0,100.0,9713,8355.0,5858.0,9524.0,,9713.0,,9713.0
89419,Toucy,84.6,0.0,99.6,70.3,100.0,0.0,99.7,2146,1816.0,,2138.0,1508.0,2146.0,,2140.0
61193,La Gonfrière,51.8,0.0,100.0,0.0,89.0,0.0,100.0,245,127.0,,245.0,,218.0,,245.0
73164,Montcel,61.6,0.0,100.0,0.0,99.1,0.0,100.0,679,418.0,,679.0,,673.0,,679.0
01027,Balan,47.6,0.0,100.0,0.0,100.0,0.0,100.0,929,442.0,,929.0,,929.0,,929.0
85064,Chauché,94.9,0.0,99.6,69.7,100.0,0.0,100.0,1324,1256.0,,1319.0,923.0,1324.0,,1324.0
79220,Prin-Deyrançon,97.4,0.0,100.0,0.0,100.0,0.0,100.0,391,381.0,,391.0,,391.0,,391.0
79183,Montravers,0.0,0.0,100.0,0.0,100.0,0.0,100.0,190,,,190.0,,190.0,,190.0
88184,Fremifontaine,96.9,0.0,100.0,0.0,100.0,0.0,100.0,255,247.0,,255.0,,255.0,,255.0
89377,Sauvigny-le-Beuréal,100.0,0.0,100.0,90.2,100.0,0.0,100.0,61,61.0,,61.0,55.0,61.0,,61.0
46127,Gourdon,94.6,0.0,100.0,0.0,100.0,0.0,100.0,4313,4079.0,,4313.0,,4313.0,,4313.0
33147,Daignac,72.4,0.0,98.4,0.0,100.0,0.0,100.0,254,184.0,,250.0,,254.0,,254.0
71360,Prissé,67.8,0.0,99.1,99.9,100.0,0.0,100.0,1151,780.0,,1141.0,1150.0,1151.0,,1151.0
58053,Champlemy,98.4,0.0,100.0,0.0,99.7,0.0,100.0,313,308.0,,313.0,,312.0,,313.0
02640,Renansart,94.5,0.0,100.0,0.0,98.9,0.0,100.0,91,86.0,,91.0,,90.0,,91.0
69069,Craponne,88.7,50.5,92.1,0.0,100.0,0.0,100.0,7211,6398.0,3639.0,6638.0,,7211.0,,7211.0
54464,Rouves,100.0,0.0,100.0,0.0,100.0,0.0,100.0,45,45.0,,45.0,,45.0,,45.0
51107,Chaintrix-Bierges,98.4,0.0,100.0,0.0,100.0,0.0,100.0,187,184.0,,187.0,,187.0,,187.0
50115,Le Grippon,43.9,0.0,100.0,0.0,100.0,0.0,100.0,237,104.0,,237.0,,237.0,,237.0
38288,Oytier-Saint-Oblas,0.0,0.0,98.3,81.2,99.9,0.0,100.0,873,,,858.0,709.0,872.0,,873.0
40214,Ossages,97.4,0.0,100.0,0.0,100.0,0.0,100.0,271,264.0,,271.0,,271.0,,271.0
37081,Cléré-les-Pins,98.4,0.0,99.0,0.0,99.9,0.0,100.0,767,755.0,,759.0,,766.0,,767.0
74250,Saint-Pierre-en-Faucigny,53.1,0.0,100.0,0.0,99.6,0.0,100.0,5076,2697.0,,5076.0,,5058.0,,5075.0
51202,Cumières,88.8,0.0,100.0,0.0,100.0,0.0,100.0,465,413.0,,465.0,,465.0,,465.0
54134,Colmey,98.8,0.0,24.4,0.0,100.0,0.0,100.0,168,166.0,,41.0,,168.0,,168.0
19230,Saint-Pardoux-Corbier,95.0,0.0,85.1,0.0,99.4,98.6,100.0,363,345.0,,309.0,,361.0,358.0,363.0
09269,Saint-Martin-de-Caralp,95.6,0.0,95.6,0.0,100.0,0.0,100.0,227,217.0,,217.0,,227.0,,227.0
86086,Coussay-les-Bois,6.7,0.0,100.0,0.0,100.0,0.0,100.0,610,41.0,,610.0,,610.0,,610.0
68174,Landser,94.4,0.0,100.0,0.0,100.0,0.0,100.0,871,822.0,,871.0,,871.0,,871.0
51101,Caurel,88.4,0.0,100.0,0.0,100.0,0.0,100.0,371,328.0,,371.0,,371.0,,371.0
07345,Vion,0.8,0.0,100.0,0.0,100.0,0.0,100.0,495,4.0,,495.0,,495.0,,495.0
21303,Les Goulles,93.8,0.0,100.0,0.0,93.8,0.0,100.0,16,15.0,,16.0,,15.0,,16.0
51592,Vandières,97.3,0.0,100.0,0.0,98.8,0.0,100.0,256,249.0,,256.0,,253.0,,256.0
37217,Saint-Étienne-de-Chigny,90.0,0.0,100.0,0.0,99.8,0.0,100.0,811,730.0,,811.0,,809.0,,811.0
08317,La Neuville-à-Maire,93.6,0.0,100.0,0.0,100.0,0.0,100.0,78,73.0,,78.0,,78.0,,78.0
80154,Bussu,97.4,0.0,100.0,0.0,100.0,0.0,100.0,115,112.0,,115.0,,115.0,,115.0
62304,Erny-Saint-Julien,97.6,0.0,98.2,0.0,100.0,0.0,100.0,164,160.0,,161.0,,164.0,,164.0
55207,Géry,89.5,0.0,0.0,0.0,100.0,0.0,100.0,38,34.0,,,,38.0,,38.0
70294,Lantenot,92.8,0.0,100.0,96.4,100.0,0.0,100.0,195,181.0,,195.0,188.0,195.0,,195.0
09227,Péreille,99.1,0.0,100.0,0.0,100.0,0.0,100.0,115,114.0,,115.0,,115.0,,115.0
49132,Étriché,98.7,0.0,100.0,0.0,100.0,99.2,100.0,767,757.0,,767.0,,767.0,761.0,767.0
33211,Labarde,90.4,0.0,100.0,0.0,100.0,0.0,100.0,344,311.0,,344.0,,344.0,,344.0
58170,Monceaux-le-Comte,98.6,0.0,100.0,0.0,100.0,0.0,100.0,145,143.0,,145.0,,145.0,,145.0
02497,Mons-en-Laonnois,95.8,0.0,100.0,0.0,100.0,0.0,100.0,548,525.0,,548.0,,548.0,,548.0
39543,Vannoz,84.0,0.0,100.0,0.0,100.0,0.0,100.0,131,110.0,,131.0,,131.0,,131.0
22338,Squiffiec,2.8,0.0,100.0,0.0,100.0,0.0,100.0,397,11.0,,397.0,,397.0,,397.0
70532,Vellefaux,88.9,0.0,100.0,0.0,100.0,0.0,100.0,297,264.0,,297.0,,297.0,,297.0
64359,Lucq-de-Béarn,67.6,0.0,93.0,97.3,93.5,0.0,100.0,817,552.0,,760.0,795.0,764.0,,817.0
54166,Dommartin-la-Chaussée,61.5,0.0,0.0,0.0,100.0,0.0,100.0,39,24.0,,,,39.0,,39.0
43093,Félines,0.0,0.0,100.0,0.0,100.0,0.0,100.0,292,,,292.0,,292.0,,292.0
34126,Lamalou-les-Bains,76.8,0.0,100.0,0.0,99.8,0.0,100.0,2351,1805.0,,2351.0,,2346.0,,2351.0
51600,Vaudesincourt,100.0,0.0,100.0,0.0,100.0,0.0,100.0,64,64.0,,64.0,,64.0,,64.0
57030,Arry,97.2,0.0,100.0,0.0,100.0,0.0,100.0,250,243.0,,250.0,,250.0,,250.0
34064,Le Caylar,94.6,0.0,100.0,0.0,100.0,0.0,100.0,425,402.0,,425.0,,425.0,,425.0
10105,Courcelles-sur-Voire,95.2,0.0,100.0,0.0,100.0,0.0,100.0,21,20.0,,21.0,,21.0,,21.0
80112,Bonnay,98.5,0.0,100.0,0.0,100.0,0.0,100.0,137,135.0,,137.0,,137.0,,137.0
25217,Émagny,95.1,0.0,100.0,0.0,100.0,0.0,100.0,391,372.0,,391.0,,391.0,,391.0
22263,Le Quiou,0.0,0.0,100.0,0.0,100.0,0.0,100.0,205,,,205.0,,205.0,,205.0
91469,Ormoy-la-Rivière,97.0,0.0,100.0,0.0,100.0,0.0,100.0,531,515.0,,531.0,,531.0,,531.0
43172,Saint-Bonnet-le-Froid,0.0,0.0,99.6,0.0,94.5,0.0,100.0,255,,,254.0,,241.0,,255.0
78350,Louveciennes,98.2,65.6,89.7,0.0,100.0,0.0,99.8,4212,4138.0,2761.0,3780.0,,4212.0,,4202.0
42119,Leigneux,97.9,0.0,100.0,0.0,100.0,0.0,100.0,242,237.0,,242.0,,242.0,,242.0
97603,Bandrele,0.0,0.0,100.0,0.0,86.1,0.0,99.8,1960,,,1960.0,,1687.0,,1957.0
19226,Saint-Merd-les-Oussines,98.4,0.0,100.0,0.0,99.5,32.1,100.0,187,184.0,,187.0,,186.0,60.0,187.0
39068,Les Bouchoux,0.0,0.0,100.0,0.0,94.2,0.0,100.0,327,,,327.0,,308.0,,327.0
11378,Serviès-en-Val,99.6,0.0,100.0,0.0,100.0,0.0,100.0,242,241.0,,242.0,,242.0,,242.0
60225,Étouy,99.8,0.0,100.0,0.0,100.0,0.0,100.0,420,419.0,,420.0,,420.0,,420.0
58084,Corvol-d'Embernard,95.1,0.0,100.0,0.0,100.0,0.0,100.0,102,97.0,,102.0,,102.0,,102.0
68240,Illtal,88.4,0.0,100.0,0.0,100.0,0.0,100.0,860,760.0,,860.0,,860.0,,860.0
21632,Thorey-en-Plaine,93.5,0.0,100.0,0.0,100.0,0.0,100.0,565,528.0,,565.0,,565.0,,565.0
68086,Falkwiller,94.2,0.0,100.0,0.0,100.0,0.0,100.0,120,113.0,,120.0,,120.0,,120.0
65125,Campistrous,81.7,0.0,100.0,0.0,100.0,98.6,100.0,219,179.0,,219.0,,219.0,216.0,219.0
54574,Villers-la-Chèvre,84.6,0.0,100.0,0.0,100.0,0.0,100.0,351,297.0,,351.0,,351.0,,351.0
80421,Hattencourt,94.8,0.0,100.0,0.0,100.0,0.0,100.0,155,147.0,,155.0,,155.0,,155.0
88216,Grandvillers,99.5,0.0,100.0,0.0,100.0,0.0,100.0,408,406.0,,408.0,,408.0,,408.0
11422,Villedubert,80.3,0.0,89.0,0.0,100.0,0.0,100.0,228,183.0,,203.0,,228.0,,228.0
17447,Le Thou,96.7,0.0,99.2,0.0,100.0,91.8,100.0,1204,1164.0,,1194.0,,1204.0,1105.0,1204.0
88047,Begnécourt,96.9,0.0,100.0,0.0,100.0,0.0,100.0,98,95.0,,98.0,,98.0,,98.0
02376,Hauteville,85.4,0.0,86.4,0.0,100.0,0.0,100.0,103,88.0,,89.0,,103.0,,103.0
23164,Rougnat,91.0,0.0,100.0,0.0,99.2,16.0,100.0,513,467.0,,513.0,,509.0,82.0,513.0
56032,Campénéac,7.6,0.0,100.0,0.0,100.0,0.0,100.0,1079,82.0,,1079.0,,1079.0,,1079.0
27483,Quatremare,100.0,0.0,100.0,0.0,100.0,0.0,100.0,210,210.0,,210.0,,210.0,,210.0
62548,Marck,98.0,0.0,100.0,0.0,99.9,0.0,100.0,4720,4626.0,,4720.0,,4713.0,,4720.0
52129,Cirey-sur-Blaise,97.5,0.0,100.0,0.0,100.0,0.0,100.0,119,116.0,,119.0,,119.0,,119.0
28142,Ermenonville-la-Petite,100.0,0.0,100.0,0.0,100.0,0.0,100.0,96,96.0,,96.0,,96.0,,96.0
59134,Cartignies,98.6,0.0,96.5,0.0,100.0,0.0,100.0,630,621.0,,608.0,,630.0,,630.0
11036,Belvis,0.0,0.0,100.0,96.2,94.7,0.0,100.0,263,,,263.0,253.0,249.0,,263.0
57473,Moncourt,95.3,0.0,100.0,0.0,100.0,0.0,100.0,43,41.0,,43.0,,43.0,,43.0
43126,Malrevers,70.7,0.0,100.0,0.0,100.0,61.6,100.0,443,313.0,,443.0,,443.0,273.0,443.0
62111,Berlencourt-le-Cauroy,95.7,0.0,100.0,0.0,100.0,0.0,100.0,163,156.0,,163.0,,163.0,,163.0
11020,Auriac,0.0,0.0,100.0,84.6,92.3,0.0,100.0,39,,,39.0,33.0,36.0,,39.0
31501,Saint-Marcel-Paulel,96.7,0.0,100.0,96.0,100.0,99.3,100.0,272,263.0,,272.0,261.0,272.0,270.0,272.0
62706,Richebourg,98.5,0.0,98.9,0.0,100.0,0.0,100.0,1241,1223.0,,1227.0,,1241.0,,1241.0
14676,Sommervieu,97.7,0.0,100.0,0.0,100.0,100.0,100.0,511,499.0,,511.0,,511.0,511.0,511.0
77329,Nanteau-sur-Lunain,0.9,0.0,100.0,0.6,100.0,0.0,100.0,339,3.0,,339.0,2.0,339.0,,339.0
27017,Angerville-la-Campagne,99.3,0.0,100.0,0.0,100.0,0.0,100.0,817,811.0,,817.0,,817.0,,817.0
23150,Peyrabout,0.0,0.0,100.0,0.0,95.5,0.0,100.0,111,,,111.0,,106.0,,111.0
14194,Courtonne-les-Deux-Églises,96.5,0.0,99.5,0.0,100.0,94.3,100.0,405,391.0,,403.0,,405.0,382.0,405.0
50032,La Barre-de-Semilly,89.9,0.0,90.3,0.0,100.0,0.0,100.0,513,461.0,,463.0,,513.0,,513.0
59107,Bray-Dunes,85.4,0.0,98.6,0.0,100.0,0.0,100.0,4537,3874.0,,4475.0,,4537.0,,4537.0
21525,La Roche-en-Brenil,54.2,0.0,73.0,96.8,99.6,0.0,100.0,756,410.0,,552.0,732.0,753.0,,756.0
33077,Cabanac-et-Villagrains,35.3,0.0,99.9,0.0,99.5,0.0,100.0,1072,378.0,,1071.0,,1067.0,,1072.0
